description	timestamp	longitude	latitude	reportId	class	zip	city	state
Report 4760: Young man see's a "huge hairy ape looking thing" under a bridge on the Scioto River | Class A | Hardin County 	2002-07-18T12:00:00Z	-83.6118	40.6445	4760	A	39065	Hardin	OH
Report 4762: Woman has two evening encounters twenty years apart | Class A | Geauga County 	2002-08-04T12:00:00Z	-81.13509999999999	41.5325	4762	A	39055	Geauga	OH
Report 4837: Rabbit hunter witness's a massive creature running through the woods | Class A | Ashtabula County 	1976-11-01T12:00:00Z	-80.58163	41.81902	4837	A	39007	Ashtabula	OH
Report 4951: Young hunter has sighting, accompanied by knocking sounds, near Wintersville | Class A | Jefferson County 	1997-09-30T12:00:00Z	-80.69370000000001	40.39103	4951	A	39081	Jefferson	OH
Report 4952: Evening sighting by ice fisherman near Friendship Lake | Class A | Jefferson County 	1988-12-31T12:00:00Z	-80.78825999999999	40.2831	4952	A	39081	Jefferson	OH
Report 4953: Family has sighting on farm along Headleys Mill Road | Class A | Licking County 	1968-08-01T12:00:00Z	-82.67252000000001	40.00915	4953	A	39089	Licking	OH
Report 4959: Nightime sighting at a Lake Milton marina | Class A | Mahoning County 	1972-08-01T12:00:00Z	-80.98350000000001	41.1174	4959	A	39099	Mahoning	OH
Report 4964: Evening sighting by couple near Latham | Class A | Pike County 	1999-12-22T12:00:00Z	-83.26393	39.17257	4964	A	39131	Pike	OH
Report 4970: Case report about a sighting by a boy and local rumors about a bigfoot in area.  | Class A | Preble County 	1977-05-18T12:00:00Z	-84.62567	39.70042	4970	A	39135	Preble	OH
Report 4973: Tracks and vocalizations lead to sighting by trappers in Bellville area | Class A | Richland County 	1998-09-01T12:00:00Z	-82.48699000000001	40.61236	4973	A	39139	Richland	OH
Report 4976: Witness has two sightings, ten years apart in Cut Rock area | Class A | Scioto County 	1990-10-01T12:00:00Z	-83.12873	38.83628	4976	A	39145	Scioto	OH
Report 4977: Ron Schaffner case report: The 1978 Minerva Flap | Class A | Stark County 	1978-08-21T12:00:00Z	-81.0758	40.74451	4977	A	39029	Columbiana	OH
Report 4978: Prints found following sighting near Mosquito Lake | Class A | Trumbull County 	2000-02-01T12:00:00Z	-80.76734999999999	41.36755	4978	A	39155	Trumbull	OH
Report 4983: Sighting and vocalizations at a home in Wayne National Forest | Class A | Washington County 	1971-08-01T12:00:00Z	-81.67339	39.38745	4983	A	39167	Washington	OH
Report 5030: Flap of sightings offers clues pointing to deer predation, similar to evidence found elsewhere in Ohio | Class A | Stark County 	1992-01-15T12:00:00Z	-81.19895	40.75872	5030	A	39151	Stark	OH
Report 5229: Man recalls seeing a strange bipedal animal during his one and only hunting trip | Class A | Scioto County 	2004-06-25T12:00:00Z	-82.93085000000001	38.79215	5229	A	39145	Scioto	OH
Report 5267: Young teenager has two sightings less than two months apart in a ravine behind her home | Class A | Summit County 	1998-10-01T12:00:00Z	-81.62379	41.23638	5267	A	39153	Summit	OH
Report 5311: Large hairy creature and footprints seen along fence line on property with past activity | Class A | Champaign County 	1983-05-01T12:00:00Z	-83.5556	40.04792	5311	A	39021	Champaign	OH
Report 5333: Man recalls being picked up while child in Mohican Memorial Forest | Class A | Ashland County 	2004-08-29T12:00:00Z	-82.26236	40.60787	5333	A	39005	Ashland	OH
Report 5977: A brief encounter with a light colored hair covered creature | Class A | Pike County 	2000-05-01T12:00:00Z	-83.0363	39.10611	5977	A	39131	Pike	OH
Report 6062: Three teenagers witness a "thing" crouched on the road, stand up, take three quick steps, and jump over the reeds down a hill | Class A | Scioto County 	1986-10-01T12:00:00Z	-82.97854	38.74899	6062	A	39145	Scioto	OH
Report 6313: A family witness's a hairy humanlike face in the cars headlights while pulled off the side of the road | Class A | Perry County 	2003-05-11T12:00:00Z	-82.10129999999999	39.64193	6313	A	39127	Perry	OH
Report 6330: A man standing on his back porch watches a large hair covered creature run down the railroad tracks and jump down into the brush | Class A | Medina County 	2003-05-01T12:00:00Z	-82.01009999999999	41.03	6330	A	39103	Medina	OH
Report 6620: A man driving down the road witness's a 'huge" creature walk across the road | Class A | Columbiana County 	2001-07-16T12:00:00Z	-80.57593	40.68935	6620	A	39029	Columbiana	OH
Report 6722: Woman observes a sasquatch behind her fence near Zanesville, Ohio.   | Class A | Muskingum County 	2003-07-26T12:00:00Z	-81.98721	39.90416	6722	A	39119	Muskingum	OH
Report 6804: Two ourtdoorsmen chased by a large bear like biped recount 25+ years of strange occurrences.  | Class A | Butler County 	1986-06-01T12:00:00Z	-84.45905	39.49695	6804	A	39017	Butler	OH
Report 6900: Ongoing accounts with a screaming ape-like creature | Class A | Columbiana County 	2001-11-01T12:00:00Z	-80.64831	40.77972	6900	A	39029	Columbiana	OH
Report 7026: Three teenage boys witness an ape-like creature lope across a field into the woods | Class A | Ashland County 	1963-07-01T12:00:00Z	-82.29486	40.85035	7026	A	39005	Ashland	OH
Report 7085: Three boys playing games witness a huge creature walking through their front yard | Class A | Washington County 	1990-07-01T12:00:00Z	-81.65929	39.3731	7085	A	39167	Washington	OH
Report 7133: Father, son and cousin enounter a large hair covered creature while wading through a creek | Class A | Ross County 	1980-07-01T12:00:00Z	-83.11422	39.49265	7133	A	39141	Ross	OH
Report 7220: A man relates a series of occurrences on the family farm involving an upright walking hair covered creature  | Class A | Washington County 	1978-11-01T12:00:00Z	-81.39100999999999	39.54739	7220	A	39167	Washington	OH
Report 7224: Ongoing Encounters with "Fang" on old family land | Class A | Portage County 	2003-10-10T12:00:00Z	-81.17155	41.13356	7224	A	39133	Portage	OH
Report 7425: A Teenager and His Dog Encounter an Ape-like Creature While Retrieving Their Trap Lines | Class A | Richland County 	1958-11-01T12:00:00Z	-82.44401000000001	40.92276	7425	A	39139	Richland	OH
Report 7431: Nine year old playing hide and seek comes face to face with a small ape-like creature | Class A | Summit County 	1978-09-01T12:00:00Z	-81.4311	41.10765	7431	A	39153	Summit	OH
Report 7436: "Ape-like" Face Appears in Window, Startles Woman at Computer | Class A | Allen County 	2003-11-22T12:00:00Z	-84.21719	40.80725	7436	A	39003	Allen	OH
Report 7718: Four teens camping hear grunting or snorting, observe creature walk from corn field into the woods | Class A | Miami County 	2003-09-03T12:00:00Z	-84.14493	39.89172	7718	A	39109	Miami	OH
Report 7803: Three college students witness a large creature standing just off of the railroad tracks.   | Class A | Athens County 	1980-07-01T12:00:00Z	-82.2244	39.4484	7803	A	39009	Athens	OH
Report 7932: A young hunter witness's a seven foot tall creature less than 25 feet away | Class A | Ross County 	2002-12-01T12:00:00Z	-83.13585	39.20212	7932	A	39141	Ross	OH
Report 7936: Three people driving slow down to witness a dark biped walking toward the wood line near the Rock Mill Wildlife area | Class A | Fairfield County 	2000-06-29T12:00:00Z	-82.70263	39.74107	7936	A	39045	Fairfield	OH
Report 7940: Bother and sister are followed by a brown, hairy creature walking on two legs | Class A | Lawrence County 	1980-08-25T12:00:00Z	-82.66616	38.54852	7940	A	39087	Lawrence	OH
Report 7973: A young teen sees a hairy creature on the family farm while riding his bike.  | Class A | Medina County 	2001-09-25T12:00:00Z	-81.96419	41.06648	7973	A	39103	Medina	OH
Report 7995: Young teen is chased by a seven foot tall hairy creature | Class A | Vinton County 	2000-05-25T12:00:00Z	-82.47604	39.17029	7995	A	39163	Vinton	OH
Report 8017: A family is shocked to see a large, hairy creature run across a forest road with a pack of dogs in pursuit | Class A | Vinton County 	1987-10-01T12:00:00Z	-82.41166	39.14299	8017	A	39163	Vinton	OH
Report 8042: Bowhunter turns around to see a creature staring at him almost motionless.  | Class A | Guernsey County 	1996-10-25T12:00:00Z	-81.69817999999999	40.08946	8042	A	39059	Guernsey	OH
Report 8236: Two girls witness a large, hair covered baboon like creature squatting in the middle of the road | Class A | Licking County 	1984-01-15T12:00:00Z	-82.28814	40.05998	8236	A	39089	Licking	OH
Report 8394: Family has encounters with a large, hair covered creature just on the edge of Wayne National Forest | Class A | Hocking County 	1979-05-01T12:00:00Z	-82.32669	39.48219	8394	A	39073	Hocking	OH
Report 8406: Encounters with a hairy creature in the same area as the well known "Minerva monster flap." | Class A | Stark County 	1978-08-01T12:00:00Z	-81.15622	40.7343	8406	A	39151	Stark	OH
Report 8446: Three motorists have early morning road sighting near Hardin/Allen county line | Class A | Hardin County 	2004-03-25T12:00:00Z	-83.9374	40.6559	8446	A	39003	Allen	OH
Report 8494: A woman recounts her childhood sighting near Atwood Lake | Class A | Carroll County 	1976-08-01T12:00:00Z	-81.26217	40.54605	8494	A	39019	Carroll	OH
Report 8587: A childhood encounter just outside of Wadsworth, Ohio | Class A | Medina County 	1976-09-01T12:00:00Z	-81.77677	41.02572	8587	A	39103	Medina	OH
Report 8778: A possible sighting of the River Styx monster crossing a small clearing | Class A | Medina County 	2000-10-01T12:00:00Z	-81.79669	41.06019	8778	A	39103	Medina	OH
Report 8785: Family has series of experiences north of Steubenville off of State Route 213 | Class A | Jefferson County 	2004-05-01T12:00:00Z	-80.66160000000001	40.42591	8785	A	39081	Jefferson	OH
Report 8836: Brothers have sighting in their backyard during the "Blizzard of 1978." | Class A | Geauga County 	1978-02-05T12:00:00Z	-81.20629	41.44442	8836	A	39055	Geauga	OH
Report 8944: Mini-bike rider has afternoon encounter near Fulton | Class A | Morrow County 	1978-06-20T12:00:00Z	-82.82576	40.46339	8944	A	39117	Morrow	OH
Report 9129: Man has close encounter very near the Grand River State Game Preserve | Class A | Trumbull County 	2004-08-07T12:00:00Z	-80.89096000000001	41.42579	9129	A	39155	Trumbull	OH
Report 9188: While picnicking in early evening, a couple has sighting at Salt Fork State Park | Class A | Guernsey County 	2004-08-18T12:00:00Z	-81.5117	40.1218	9188	A	39059	Guernsey	OH
Report 9281: Man has an early morning sighting near Pleasant City | Class A | Guernsey County 	2004-08-17T12:00:00Z	-81.61014	39.92781	9281	A	39059	Guernsey	OH
Report 9537: Two Motorists Have An Early Evening Sighting North of Mt. Gilead | Class A | Morrow County 	2002-08-15T12:00:00Z	-82.82214	40.5896	9537	A	39117	Morrow	OH
Report 10330: Two motorists have a lengthy sighting along SR56 near the Madison and Clark County line.  | Class A | Madison County 	2003-02-18T12:00:00Z	-83.51394000000001	39.96627	10330	A	39097	Madison	OH
Report 10729: Driver encounters an unknown hairy biped just outside of Medina. | Class A | Medina County 	1992-09-20T12:00:00Z	-81.81317	41.12012	10729	A	39103	Medina	OH
Report 10766: Motorist has a nighttime sighting just outside of Chardon. | Class A | Geauga County 	2005-02-24T12:00:00Z	-81.22075	41.57231	10766	A	39055	Geauga	OH
Report 10861: Teenagers wading down the Olentangy River at night have a sighting south of Delaware. | Class A | Delaware County 	1976-07-15T12:00:00Z	-83.0556	40.26494	10861	A	39041	Delaware	OH
Report 10863: Two young men have a sighting while tending a campfire near Cardington. | Class A | Morrow County 	2005-01-13T12:00:00Z	-82.87663000000001	40.50945	10863	A	39117	Morrow	OH
Report 10925: Four men have a sighting after vocalizations cause them to leave their campsite near Lake Vesuvius. | Class A | Lawrence County 	1991-02-24T12:00:00Z	-82.71107000000001	38.60551	10925	A	39087	Lawrence	OH
Report 11771: A young man hears vocals and has a sighting north of Malvern | Class A | Carroll County 	2005-05-30T12:00:00Z	-81.18352	40.71737	11771	A	39019	Carroll	OH
Report 14646: Fisherman Observes White Creature Swimming in Antrim Lake | Class A | Franklin County 	1987-05-15T12:00:00Z	-83.0337	40.08159	14646	A	39049	Franklin	OH
Report 15885: Possible confrontation with hikers at night in Cuyahoga Valley National Park | Class A | Summit County 	1995-01-04T12:00:00Z	-81.5745	41.29621	15885	A	39035	Cuyahoga	OH
Report 23125: Large creature dragging a dead animal crosses road south of North Jackson | Class A | Mahoning County 	1998-07-01T12:00:00Z	-80.51186	41.05304	23125	A	42073	Lawrence	PA
Report 24141: Large creature mistaken for roadkill stands up and runs on two legs near Salt Fork Lake State Park | Class A | Guernsey County 	2003-05-15T12:00:00Z	-81.56232	40.10801	24141	A	39059	Guernsey	OH
Report 25715: Man recalls early evening sighting near Brandywine Ski Resort | Class A | Summit County 	2005-09-14T12:00:00Z	-81.56255	41.2584	25715	A	39153	Summit	OH
Report 25961: Young woman has close encounter at night outside of Georgetown | Class A | Brown County 	1986-07-27T12:00:00Z	-83.80582	38.81772	25961	A	39015	Brown	OH
Report 26369: Late night sighting by motorists north of Germantown | Class A | Montgomery County 	2005-02-15T12:00:00Z	-84.36874	39.63662	26369	A	39113	Montgomery	OH
Report 26709: Young man recalls encounter behind his house and close to the Meander Creek Reservoir | Class A | Mahoning County 	2001-09-30T12:00:00Z	-80.77592	41.09087	26709	A	39099	Mahoning	OH
Report 26997: Man recalls childhood observation of rock throwing near Urichsville | Class A | Tuscarawas County 	1988-09-15T12:00:00Z	-81.32809	40.36831	26997	A	39157	Tuscarawas	OH
Report 27613: Woman recounts nighttime sighting of a small bigfoot outside her home near Beloit | Class A | Mahoning County 	2009-08-12T12:00:00Z	-80.97507	40.95818	27613	A	39099	Mahoning	OH
Report 28820: Man recounts sighting from his teens near Edinburg | Class A | Portage County 	1994-02-12T12:00:00Z	-81.11239999999999	41.15384	28820	A	39133	Portage	OH
Report 28912: Motorist traveling near the Ohio River has bigfoot sighting outside Chesire | Class A | Gallia County 	2011-02-22T12:00:00Z	-82.14285	38.9264	28912	A	39053	Gallia	OH
Report 29158: Evening sighting at a cornfield near New Philadelphia | Class A | Tuscarawas County 	2008-06-20T12:00:00Z	-81.39331	40.47672	29158	A	39157	Tuscarawas	OH
Report 30035: Man describes his dusk sighting near Geneva | Class A | Ashtabula County 	2011-07-15T12:00:00Z	-80.95952	41.81287	30035	A	39007	Ashtabula	OH
Report 31852: Daylight sighting behind a home in Cuyahoga National Park | Class A | Summit County 	2011-06-04T12:00:00Z	-81.60576	41.23739	31852	A	39153	Summit	OH
Report 33014: Memory told of a daylight sightling while walking down railroad tracks near East Liverpool | Class A | Columbiana County 	1973-08-30T12:00:00Z	-80.53528	40.63606	33014	A	39029	Columbiana	OH
Report 33979: Witness has numerous encounters and collects physical evidence over a seven month period near Christianburg | Class A | Miami County 	2009-02-06T12:00:00Z	-84.04518	40.04342	33979	A	39109	Miami	OH
Report 36830: Multiple witnesses watch figure cross road near Nashville, Ohio | Class A | Holmes County 	2012-06-28T12:00:00Z	-82.17295	40.61286	36830	A	39075	Holmes	OH
Report 39158: Recollection of a daylight sighting while riding mini-bikes near Chardon | Class A | Geauga County 	2004-07-01T12:00:00Z	-81.22853000000001	41.5621	39158	A	39055	Geauga	OH
Report 39360: Late night road crossing on SR 39 west of Nashville | Class A | Holmes County 	2012-06-21T12:00:00Z	-82.17295	40.61286	39360	A	39075	Holmes	OH
Report 41232: Sighting of two animals walking a ridge line in Salt Fork State Park | Class A | Guernsey County 	2013-05-05T12:00:00Z	-81.50933000000001	40.10348	41232	A	39059	Guernsey	OH
Report 42745: Strange occurrences outside a home lead to a daylight sighting by a father and son near East Canton | Class A | Stark County 	2011-09-09T12:00:00Z	-81.31219	40.79438	42745	A	39151	Stark	OH
Report 742: Boys have early morning encounter at watermelon patch off road | Class A | Atoka County 	1992-06-17T12:00:00Z	-96.30221999999999	34.29861	742	A	40005	Atoka	OK
Report 1296: A geologist witnesses a reddish-brown animal hanging from a low branch over the bridge on the opposite bank of the creek from him.  | Class A | Muskogee County 	1997-09-28T12:00:00Z	-95.70208	35.70166	1296	A	40101	Muskogee	OK
Report 1297: Man and his mother witness a Sasquatch while walking in the woods.  | Class A | Marshall County 	1997-07-15T12:00:00Z	-96.75360999999998	33.89444	1297	A	40095	Marshall	OK
